data,deviceId,timestamp
"{""message"":[-0.004638672,0.02844238,0.9783936,97]}",Python,1551004301181
"{""message"":[-0.004638672,0.02844238,0.9783936,94]}",Python,1551004301191
"{""message"":[-0.004638672,0.02844238,0.9783936,104]}",Python,1551004301414
"{""message"":[-0.004638672,0.02844238,0.9763184,110]}",Python,1551004302667
"{""message"":[-0.004638672,0.02844238,0.9783936,107]}",Python,1551004302670
"{""message"":[-0.001831055,0.02807617,0.9763184,112]}",Python,1551004302948
"{""message"":[-0.001831055,0.02807617,0.9763184,115]}",Python,1551004303488
"{""message"":[-0.001831055,0.02807617,0.9763184,118]}",Python,1551004303977
"{""message"":[-0.001831055,0.02807617,0.9763184,120]}",Python,1551004304483
"{""message"":[-0.001831055,0.02807617,0.9763184,123]}",Python,1551004305003
"{""message"":[-0.001831055,0.02807617,0.9763184,125]}",Python,1551004305517
"{""message"":[-0.001831055,0.02807617,0.9763184,128]}",Python,1551004306028
"{""message"":[-0.001831055,0.02429199,0.9830322,131]}",Python,1551004308882
"{""message"":[-0.005493164,0.02429199,0.9830322,139]}",Python,1551004308883
"{""message"":[-0.005493164,0.02429199,0.9830322,134]}",Python,1551004308884
"{""message"":[-0.005493164,0.02429199,0.9830322,141]}",Python,1551004308885
"{""message"":[-0.005493164,0.02429199,0.9830322,144]}",Python,1551004309097
"{""message"":[-0.005493164,0.02429199,0.9830322,147]}",Python,1551004309606
"{""message"":[-0.005493164,0.02429199,0.9830322,149]}",Python,1551004311103
"{""message"":[-0.005493164,0.02502441,0.9822998,152]}",Python,1551004311104
"{""message"":[-0.004516602,0.02502441,0.9822998,155]}",Python,1551004311137
"{""message"":[-0.004516602,0.02502441,0.9822998,157]}",Python,1551004311656
"{""message"":[-0.004516602,0.02502441,0.9822998,160]}",Python,1551004313801
"{""message"":[-0.004516602,0.02502441,0.9822998,168]}",Python,1551004313813
"{""message"":[-0.004516602,0.02502441,0.9822998,162]}",Python,1551004313815
"{""message"":[-0.004516602,0.02502441,0.9822998,170]}",Python,1551004314214
"{""message"":[-0.002929688,0.02746582,0.9755859,175]}",Python,1551004315607
"{""message"":[-0.004516602,0.02746582,0.9755859,173]}",Python,1551004315609
"{""message"":[-0.002929688,0.02746582,0.9755859,178]}",Python,1551004315739
"{""message"":[-0.002929688,0.02746582,0.9755859,181]}",Python,1551004316231
"{""message"":[-0.002929688,0.02746582,0.9755859,183]}",Python,1551004316742
"{""message"":[-0.002929688,0.02746582,0.9755859,186]}",Python,1551004317296
"{""message"":[-0.002929688,0.02746582,0.9755859,189]}",Python,1551004328221
"{""message"":[-0.003540039,0.0300293,0.9772949,199]}",Python,1551004329568
"{""message"":[-0.002929688,0.02746582,0.9755859,191]}",Python,1551004329570
"{""message"":[-0.003540039,0.0267334,0.9793701,215]}",Python,1551004329571
"{""message"":[-0.003540039,0.0300293,0.9772949,202]}",Python,1551004329572
"{""message"":[-0.003173828,0.0267334,0.9793701,220]}",Python,1551004329573
"{""message"":[-0.003173828,0.0267334,0.9793701,223]}",Python,1551004329576
"{""message"":[-0.003540039,0.0300293,0.9772949,212]}",Python,1551004329588
"{""message"":[-0.003540039,0.0300293,0.9772949,207]}",Python,1551004329622
"{""message"":[-0.005737305,0.02355957,0.9801025,249]}",Python,1551004329630
"{""message"":[-0.003173828,0.0267334,0.9793701,233]}",Python,1551004329631
"{""message"":[-0.005737305,0.02355957,0.9801025,246]}",Python,1551004329632
"{""message"":[-0.003173828,0.0267334,0.9793701,231]}",Python,1551004329633
"{""message"":[-0.003173828,0.0267334,0.9793701,228]}",Python,1551004329640
"{""message"":[-0.005737305,0.02355957,0.9801025,244]}",Python,1551004329653
"{""message"":[-0.005737305,0.02355957,0.9801025,252]}",Python,1551004330084
"{""message"":[-0.005737305,0.02355957,0.9801025,254]}",Python,1551004330616
"{""message"":[-0.002807617,0.02893066,0.9793701,257]}",Python,1551004331115
"{""message"":[-0.002807617,0.02893066,0.9793701,259]}",Python,1551004331617
"{""message"":[-0.002807617,0.02893066,0.9793701,262]}",Python,1551004332125
"{""message"":[-0.002807617,0.02893066,0.9793701,265]}",Python,1551004332627
"{""message"":[-0.002807617,0.02893066,0.9793701,267]}",Python,1551004333138
"{""message"":[-0.002807617,0.02893066,0.9793701,270]}",Python,1551004333647
"{""message"":[-0.002807617,0.02893066,0.9793701,272]}",Python,1551004334163
"{""message"":[-0.002807617,0.02893066,0.9793701,275]}",Python,1551004334710
"{""message"":[-0.001342773,0.02404785,0.9732666,278]}",Python,1551004335202
"{""message"":[-0.001342773,0.02404785,0.9732666,280]}",Python,1551004335719
"{""message"":[-0.001342773,0.02404785,0.9732666,283]}",Python,1551004336417
"{""message"":[-0.001342773,0.02404785,0.9732666,286]}",Python,1551004336746
"{""message"":[-0.001342773,0.02404785,0.9732666,288]}",Python,1551004337262
"{""message"":[-0.001342773,0.02404785,0.9732666,291]}",Python,1551004337767
"{""message"":[-0.001342773,0.02404785,0.9732666,293]}",Python,1551004338298
"{""message"":[-0.001342773,0.02404785,0.9732666,296]}",Python,1551004338803
"{""message"":[-0.0008544922,0.02453613,0.989624,299]}",Python,1551004339322
"{""message"":[-0.0008544922,0.02453613,0.989624,301]}",Python,1551004339841
"{""message"":[-0.0008544922,0.02453613,0.989624,304]}",Python,1551004340355
"{""message"":[-0.0008544922,0.02453613,0.989624,306]}",Python,1551004340856
"{""message"":[-0.0008544922,0.02453613,0.989624,309]}",Python,1551004341388
"{""message"":[-0.0008544922,0.02453613,0.989624,312]}",Python,1551004341882
"{""message"":[-0.0008544922,0.02453613,0.989624,314]}",Python,1551004342403
"{""message"":[-0.0008544922,0.02453613,0.989624,317]}",Python,1551004342919
"{""message"":[-0.00769043,0.0246582,0.9814453,320]}",Python,1551004343438
"{""message"":[-0.00769043,0.0246582,0.9814453,322]}",Python,1551004343958
"{""message"":[-0.00769043,0.0246582,0.9814453,325]}",Python,1551004344462
"{""message"":[-0.00769043,0.0246582,0.9814453,328]}",Python,1551004344971
"{""message"":[-0.00769043,0.0246582,0.9814453,330]}",Python,1551004345478
"{""message"":[-0.00769043,0.0246582,0.9814453,333]}",Python,1551004346080
"{""message"":[-0.00769043,0.0246582,0.9814453,335]}",Python,1551004346503
"{""message"":[-0.00769043,0.0246582,0.9814453,338]}",Python,1551004347024
"{""message"":[-0.005737305,0.0279541,0.9768066,341]}",Python,1551004347543
"{""message"":[-0.005737305,0.0279541,0.9768066,344]}",Python,1551004348071
"{""message"":[-0.005737305,0.0279541,0.9768066,346]}",Python,1551004348579
"{""message"":[-0.005737305,0.0279541,0.9768066,349]}",Python,1551004349088
"{""message"":[-0.005737305,0.0279541,0.9768066,352]}",Python,1551004349612
"{""message"":[-0.005737305,0.0279541,0.9768066,354]}",Python,1551004350130
"{""message"":[-0.005737305,0.0279541,0.9768066,357]}",Python,1551004350648
"{""message"":[-0.005737305,0.0279541,0.9768066,360]}",Python,1551004351168
"{""message"":[-0.00390625,0.02416992,0.9777832,362]}",Python,1551004351672
"{""message"":[-0.00390625,0.02416992,0.9777832,365]}",Python,1551004352181
"{""message"":[-0.00390625,0.02416992,0.9777832,368]}",Python,1551004352701
"{""message"":[-0.00390625,0.02416992,0.9777832,370]}",Python,1551004353229
"{""message"":[-0.00390625,0.02416992,0.9777832,373]}",Python,1551004353727
"{""message"":[-0.00390625,0.02416992,0.9777832,375]}",Python,1551004354313
"{""message"":[-0.00390625,0.02416992,0.9777832,378]}",Python,1551004354764
"{""message"":[-0.00390625,0.02416992,0.975708,381]}",Python,1551004355274
"{""message"":[0.0008544922,0.02575684,0.975708,383]}",Python,1551004355828
"{""message"":[0.0008544922,0.02575684,0.975708,386]}",Python,1551004356310
"{""message"":[0.0008544922,0.02575684,0.975708,389]}",Python,1551004356825
"{""message"":[0.0008544922,0.02575684,0.975708,391]}",Python,1551004357336
"{""message"":[0.0008544922,0.02575684,0.975708,394]}",Python,1551004357858
"{""message"":[0.0008544922,0.02575684,0.975708,396]}",Python,1551004358359
"{""message"":[0.0008544922,0.02575684,0.975708,399]}",Python,1551004358879
"{""message"":[0.0008544922,0.02575684,0.9765625,402]}",Python,1551004359392
"{""message"":[-0.003295898,0.02490234,0.9765625,404]}",Python,1551004359911
"{""message"":[-0.003295898,0.02490234,0.9765625,407]}",Python,1551004360447
"{""message"":[-0.003295898,0.02490234,0.9765625,410]}",Python,1551004360950
"{""message"":[-0.003295898,0.02490234,0.9765625,412]}",Python,1551004361469
"{""message"":[-0.003295898,0.02490234,0.9765625,415]}",Python,1551004361988
"{""message"":[-0.003295898,0.02490234,0.9765625,418]}",Python,1551004362522
"{""message"":[-0.003295898,0.02490234,0.9765625,420]}",Python,1551004363029
"{""message"":[-0.003295898,0.02490234,0.9748535,423]}",Python,1551004363542
"{""message"":[-0.005981445,0.02441406,0.9748535,425]}",Python,1551004364249
"{""message"":[-0.005981445,0.02441406,0.9748535,428]}",Python,1551004364654
"{""message"":[-0.005981445,0.02441406,0.9748535,431]}",Python,1551004365100
"{""message"":[-0.005981445,0.02441406,0.9748535,433]}",Python,1551004365719
"{""message"":[-0.005981445,0.02441406,0.9748535,436]}",Python,1551004366136
"{""message"":[-0.005981445,0.02441406,0.9748535,439]}",Python,1551004366719
"{""message"":[-0.005981445,0.02441406,0.9748535,441]}",Python,1551004367209
"{""message"":[-0.005981445,0.02441406,0.9764404,444]}",Python,1551004367717
"{""message"":[-0.005249023,0.02331543,0.9764404,447]}",Python,1551004370573
"{""message"":[-0.005249023,0.02331543,0.9764404,452]}",Python,1551004370611
"{""message"":[-0.005249023,0.02331543,0.9764404,455]}",Python,1551004370613
"{""message"":[-0.005249023,0.02331543,0.9764404,457]}",Python,1551004370614
"{""message"":[-0.005249023,0.02331543,0.9764404,460]}",Python,1551004371023
"{""message"":[-0.005249023,0.02331543,0.9764404,462]}",Python,1551004371276
"{""message"":[-0.005249023,0.02746582,0.9753418,465]}",Python,1551004371784
"{""message"":[-0.006469727,0.02746582,0.9753418,468]}",Python,1551004372297
"{""message"":[-0.006469727,0.02746582,0.9753418,470]}",Python,1551004373143
"{""message"":[-0.006469727,0.02746582,0.9753418,473]}",Python,1551004373305
"{""message"":[-0.006469727,0.02746582,0.9753418,476]}",Python,1551004373847
"{""message"":[-0.006469727,0.02746582,0.9753418,478]}",Python,1551004374332
"{""message"":[-0.006469727,0.02746582,0.9753418,481]}",Python,1551004374832
"{""message"":[-0.006469727,0.02746582,0.9753418,483]}",Python,1551004375354
"{""message"":[-0.006469727,0.02270508,0.9810791,486]}",Python,1551004375846
"{""message"":[0.0008544922,0.02270508,0.9810791,489]}",Python,1551004376345
"{""message"":[0.0008544922,0.02270508,0.9810791,491]}",Python,1551004376942
"{""message"":[0.0008544922,0.02270508,0.9810791,494]}",Python,1551004377535
"{""message"":[0.0008544922,0.02270508,0.9810791,496]}",Python,1551004377942
"{""message"":[0.0008544922,0.02270508,0.9810791,499]}",Python,1551004378454
"{""message"":[0.0008544922,0.02270508,0.9810791,502]}",Python,1551004379062
"{""message"":[0.0008544922,0.02270508,0.9810791,504]}",Python,1551004379636
"{""message"":[0.0008544922,0.03125,0.9736328,507]}",Python,1551004380031
"{""message"":[-0.003173828,0.03125,0.9736328,510]}",Python,1551004394523
"{""message"":[-0.003173828,0.03125,0.9736328,512]}",Python,1551004395036
"{""message"":[-0.003173828,0.03125,0.9736328,515]}",Python,1551004395536
"{""message"":[-0.003173828,0.03125,0.9736328,517]}",Python,1551004396045
"{""message"":[-0.003173828,0.03125,0.9736328,520]}",Python,1551004396550
"{""message"":[-0.003173828,0.03125,0.9736328,523]}",Python,1551004397097
"{""message"":[-0.003173828,0.03125,0.9736328,525]}",Python,1551004397566
"{""message"":[-0.003173828,0.02661133,0.9733887,528]}",Python,1551004398073
"{""message"":[-0.005249023,0.02661133,0.9733887,531]}",Python,1551004398583
"{""message"":[-0.005249023,0.02661133,0.9733887,533]}",Python,1551004399082
"{""message"":[-0.005249023,0.02661133,0.9733887,536]}",Python,1551004399609
"{""message"":[-0.005249023,0.02661133,0.9733887,539]}",Python,1551004400102
"{""message"":[-0.005249023,0.02661133,0.9733887,541]}",Python,1551004400603
"{""message"":[-0.005249023,0.02661133,0.9733887,544]}",Python,1551004401113
"{""message"":[-0.005249023,0.02661133,0.9733887,547]}",Python,1551004401618
"{""message"":[-0.005249023,0.02954102,0.9760742,549]}",Python,1551004402124
"{""message"":[-0.006225586,0.02954102,0.9760742,552]}",Python,1551004402633
"{""message"":[-0.006225586,0.02954102,0.9760742,554]}",Python,1551004403144
"{""message"":[-0.006225586,0.02954102,0.9760742,557]}",Python,1551004403649
"{""message"":[-0.006225586,0.02954102,0.9760742,560]}",Python,1551004404154
"{""message"":[-0.006225586,0.02954102,0.9760742,562]}",Python,1551004404705
"{""message"":[-0.006225586,0.02954102,0.9760742,565]}",Python,1551004405166
"{""message"":[-0.006225586,0.02954102,0.9760742,568]}",Python,1551004405678
"{""message"":[-0.006225586,0.02636719,0.9693604,570]}",Python,1551004406181
"{""message"":[-0.0008544922,0.02636719,0.9693604,573]}",Python,1551004406702
"{""message"":[-0.0008544922,0.02636719,0.9693604,575]}",Python,1551004407214
"{""message"":[-0.0008544922,0.02636719,0.9693604,578]}",Python,1551004407702
"{""message"":[-0.0008544922,0.02636719,0.9693604,581]}",Python,1551004408214
"{""message"":[-0.0008544922,0.02636719,0.9693604,583]}",Python,1551004408716
"{""message"":[-0.0008544922,0.02636719,0.9693604,586]}",Python,1551004409225
"{""message"":[-0.0008544922,0.02636719,0.9693604,588]}",Python,1551004409730
"{""message"":[-0.0008544922,0.02526855,0.9737549,591]}",Python,1551004410241
"{""message"":[-0.00378418,0.02526855,0.9737549,594]}",Python,1551004410760
"{""message"":[-0.00378418,0.02526855,0.9737549,596]}",Python,1551004411272
"{""message"":[-0.00378418,0.02526855,0.9737549,599]}",Python,1551004411758
"{""message"":[-0.00378418,0.02526855,0.9737549,602]}",Python,1551004412267
"{""message"":[-0.00378418,0.02526855,0.9737549,604]}",Python,1551004412775
"{""message"":[-0.00378418,0.02526855,0.9737549,607]}",Python,1551004413280
"{""message"":[-0.00378418,0.02526855,0.9737549,610]}",Python,1551004413788
"{""message"":[-0.00378418,0.02539063,0.9822998,612]}",Python,1551004414292
"{""message"":[-0.005371094,0.02539063,0.9822998,615]}",Python,1551004414808
"{""message"":[-0.005371094,0.02539063,0.9822998,617]}",Python,1551004415413
"{""message"":[-0.005371094,0.02539063,0.9822998,620]}",Python,1551004429740
"{""message"":[-0.005371094,0.02539063,0.9822998,623]}",Python,1551004430247
"{""message"":[-0.005371094,0.02539063,0.9822998,625]}",Python,1551004430751
"{""message"":[-0.005371094,0.02539063,0.9822998,628]}",Python,1551004431258
"{""message"":[-0.005371094,0.02539063,0.9822998,631]}",Python,1551004431768
"{""message"":[-0.002929688,0.02526855,0.9711914,633]}",Python,1551004432275
"{""message"":[-0.002929688,0.02526855,0.9711914,636]}",Python,1551004432778
"{""message"":[-0.002929688,0.02526855,0.9711914,638]}",Python,1551004433288
"{""message"":[-0.002929688,0.02526855,0.9711914,641]}",Python,1551004433794
"{""message"":[-0.002929688,0.02526855,0.9711914,644]}",Python,1551004434303
"{""message"":[-0.002929688,0.02526855,0.9711914,646]}",Python,1551004434809
"{""message"":[-0.002929688,0.02526855,0.9711914,649]}",Python,1551004435322
"{""message"":[-0.002929688,0.02526855,0.9711914,652]}",Python,1551004435821
"{""message"":[-0.005859375,0.02685547,0.9742432,654]}",Python,1551004436329
"{""message"":[-0.005859375,0.02685547,0.9742432,657]}",Python,1551004436836
"{""message"":[-0.005859375,0.02685547,0.9742432,660]}",Python,1551004437345
"{""message"":[-0.005859375,0.02685547,0.9742432,662]}",Python,1551004437848
"{""message"":[-0.005859375,0.02685547,0.9742432,665]}",Python,1551004438356
"{""message"":[-0.005859375,0.02685547,0.9742432,668]}",Python,1551004438863
"{""message"":[-0.005859375,0.02685547,0.9742432,670]}",Python,1551004439371
"{""message"":[-0.005859375,0.02685547,0.9742432,673]}",Python,1551004439882
"{""message"":[-0.009399414,0.02819824,0.9776611,675]}",Python,1551004440384
"{""message"":[-0.009399414,0.02819824,0.9776611,678]}",Python,1551004440891
"{""message"":[-0.009399414,0.02819824,0.9776611,681]}",Python,1551004441400
"{""message"":[-0.009399414,0.02819824,0.9776611,684]}",Python,1551004441907
"{""message"":[-0.009399414,0.02819824,0.9776611,686]}",Python,1551004442434
"{""message"":[-0.009399414,0.02819824,0.9776611,689]}",Python,1551004442942
"{""message"":[-0.009399414,0.02819824,0.9776611,692]}",Python,1551004443428
"{""message"":[-0.009399414,0.02819824,0.9741211,694]}",Python,1551004443934
"{""message"":[-0.01208496,0.02355957,0.9741211,697]}",Python,1551004444440
"{""message"":[-0.01208496,0.02355957,0.9741211,700]}",Python,1551004444948
"{""message"":[-0.01208496,0.02355957,0.9741211,702]}",Python,1551004445462
"{""message"":[-0.01208496,0.02355957,0.9741211,705]}",Python,1551004445962
"{""message"":[-0.01208496,0.02355957,0.9741211,708]}",Python,1551004446467
"{""message"":[-0.01208496,0.02355957,0.9741211,710]}",Python,1551004446977
"{""message"":[-0.01208496,0.02355957,0.9741211,713]}",Python,1551004447483
"{""message"":[-0.01208496,0.02355957,0.9770508,715]}",Python,1551004447989
"{""message"":[-0.00793457,0.02709961,0.9770508,718]}",Python,1551004448496
"{""message"":[-0.00793457,0.02709961,0.9770508,721]}",Python,1551004449002
"{""message"":[-0.00793457,0.02709961,0.9770508,723]}",Python,1551004449509
"{""message"":[-0.00793457,0.02709961,0.9770508,726]}",Python,1551004450023
"{""message"":[-0.00793457,0.02709961,0.9770508,729]}",Python,1551004464535
"{""message"":[-0.00793457,0.02709961,0.9770508,731]}",Python,1551004465041
"{""message"":[-0.00793457,0.02709961,0.9770508,734]}",Python,1551004465554
"{""message"":[-0.00793457,0.02709961,0.9775391,736]}",Python,1551004466065
"{""message"":[-0.0078125,0.02624512,0.9775391,739]}",Python,1551004466562
"{""message"":[-0.0078125,0.02624512,0.9775391,742]}",Python,1551004467070
"{""message"":[-0.0078125,0.02624512,0.9775391,744]}",Python,1551004467576
"{""message"":[-0.0078125,0.02624512,0.9775391,747]}",Python,1551004468085
"{""message"":[-0.0078125,0.02624512,0.9775391,750]}",Python,1551004468595
"{""message"":[-0.0078125,0.02624512,0.9775391,752]}",Python,1551004469099
"{""message"":[-0.0078125,0.02624512,0.9775391,755]}",Python,1551004469605
"{""message"":[-0.0078125,0.02624512,0.9787598,758]}",Python,1551004470114
"{""message"":[-0.008300781,0.0279541,0.9787598,760]}",Python,1551004470712
"{""message"":[-0.008300781,0.0279541,0.9787598,763]}",Python,1551004471128
"{""message"":[-0.008300781,0.0279541,0.9787598,766]}",Python,1551004471633
"{""message"":[-0.008300781,0.0279541,0.9787598,768]}",Python,1551004472138
"{""message"":[-0.008300781,0.0279541,0.9787598,771]}",Python,1551004472646
"{""message"":[-0.008300781,0.0279541,0.9787598,773]}",Python,1551004473184
"{""message"":[-0.008300781,0.0279541,0.9787598,776]}",Python,1551004473664
"{""message"":[-0.008300781,0.0279541,0.9813232,779]}",Python,1551004474171
"{""message"":[-0.007446289,0.02392578,0.9813232,781]}",Python,1551004474678
"{""message"":[-0.007446289,0.02392578,0.9813232,784]}",Python,1551004475185
"{""message"":[-0.007446289,0.02392578,0.9813232,787]}",Python,1551004475689
"{""message"":[-0.007446289,0.02392578,0.9813232,789]}",Python,1551004476196
"{""message"":[-0.007446289,0.02392578,0.9813232,792]}",Python,1551004476708
"{""message"":[-0.007446289,0.02392578,0.9813232,794]}",Python,1551004477211
"{""message"":[-0.007446289,0.02392578,0.9813232,797]}",Python,1551004477719
"{""message"":[-0.007446289,0.0300293,0.9715576,800]}",Python,1551004478225
"{""message"":[-0.001220703,0.0300293,0.9715576,802]}",Python,1551004478738
"{""message"":[-0.001220703,0.0300293,0.9715576,805]}",Python,1551004479240
"{""message"":[-0.001220703,0.0300293,0.9715576,808]}",Python,1551004479747
"{""message"":[-0.001220703,0.0300293,0.9715576,810]}",Python,1551004480253
"{""message"":[-0.001220703,0.0300293,0.9715576,813]}",Python,1551004480761
"{""message"":[-0.001220703,0.0300293,0.9715576,815]}",Python,1551004481294
"{""message"":[-0.001220703,0.0300293,0.9715576,818]}",Python,1551004481774
"{""message"":[-0.001220703,0.02526855,0.9863281,821]}",Python,1551004482282
"{""message"":[-0.005981445,0.02526855,0.9863281,823]}",Python,1551004482787
"{""message"":[-0.005981445,0.02526855,0.9863281,826]}",Python,1551004483296
"{""message"":[-0.005981445,0.02526855,0.9863281,828]}",Python,1551004483802
"{""message"":[-0.005981445,0.02526855,0.9863281,831]}",Python,1551004484309
"{""message"":[-0.005981445,0.02526855,0.9863281,834]}",Python,1551004484819
"{""message"":[-0.005981445,0.02526855,0.9863281,836]}",Python,1551004485329
"{""message"":[-0.005981445,0.02526855,0.9863281,839]}",Python,1551004499797
"{""message"":[-0.005981445,0.02453613,0.9724121,842]}",Python,1551004500309
"{""message"":[-0.00402832,0.02453613,0.9724121,844]}",Python,1551004500807
"{""message"":[-0.00402832,0.02453613,0.9724121,847]}",Python,1551004501316
"{""message"":[-0.00402832,0.02453613,0.9724121,850]}",Python,1551004501824
"{""message"":[-0.00402832,0.02453613,0.9724121,852]}",Python,1551004502329
"{""message"":[-0.00402832,0.02453613,0.9724121,855]}",Python,1551004502835
"{""message"":[-0.00402832,0.02453613,0.9724121,857]}",Python,1551004503345
"{""message"":[-0.00402832,0.02453613,0.9724121,860]}",Python,1551004503849
"{""message"":[-0.00402832,0.02575684,0.9765625,863]}",Python,1551004504362
"{""message"":[-0.005737305,0.02575684,0.9765625,865]}",Python,1551004504868
"{""message"":[-0.005737305,0.02575684,0.9765625,868]}",Python,1551004505370
"{""message"":[-0.005737305,0.02575684,0.9765625,871]}",Python,1551004505879
"{""message"":[-0.005737305,0.02575684,0.9765625,873]}",Python,1551004506392
"{""message"":[-0.005737305,0.02575684,0.9765625,876]}",Python,1551004506891
"{""message"":[-0.005737305,0.02575684,0.9765625,879]}",Python,1551004507400
"{""message"":[-0.005737305,0.02575684,0.9765625,881]}",Python,1551004507908
"{""message"":[-0.005737305,0.02233887,0.9790039,884]}",Python,1551004508413
"{""message"":[-0.006225586,0.02233887,0.9790039,886]}",Python,1551004508925
"{""message"":[-0.006225586,0.02233887,0.9790039,889]}",Python,1551004509426
"{""message"":[-0.006225586,0.02233887,0.9790039,892]}",Python,1551004509932
"{""message"":[-0.006225586,0.02233887,0.9790039,894]}",Python,1551004510438
"{""message"":[-0.006225586,0.02233887,0.9790039,897]}",Python,1551004510947
"{""message"":[-0.006225586,0.02233887,0.9790039,900]}",Python,1551004511453
"{""message"":[-0.006225586,0.02233887,0.9790039,902]}",Python,1551004511961
"{""message"":[-0.0009765625,0.02478027,0.9771729,905]}",Python,1551004512470
"{""message"":[-0.0009765625,0.02478027,0.9771729,907]}",Python,1551004512977
"{""message"":[-0.0009765625,0.02478027,0.9771729,910]}",Python,1551004513483
